grades,sports,fincome,ses,workage,hmwktime,female,academic,remedial,advanced,_pscore,_treated,_support,_weight,_n1,_nn,_grades,_id,_pdif,set,diff
2.5,1,7,2,11,2,0,0,1,1,.4445772249429309,1,1,1,652,1,3,1112,.0002456680282469,228,.00024566802
3.5,0,7,2,14,4,0,1,0,1,.5483966236502447,0,1,,1243,1,3,784,.0006260002547698,444,.011067768
2.5,0,3,1,18,4,0,1,1,0,.4864946543521102,0,1,3,1169,1,4,723,.0002373214165436,222,.00023732142
2,1,7,2,14,3,0,0,1,1,.4544648506641855,1,1,,667,1,2.5,1122,.0005877527833273,435,.0062901871
2,0,2,2,13,1,0,0,1,0,.3717569010065739,0,1,,1037,1,4,526,.0019714328768038,,
4,0,4,2,15,6,1,1,0,1,.3240345325508756,0,1,,1001,1,4,457,.0009659577075894,,
2.5,1,5,3,14,3,1,0,0,0,.2061246751554017,1,1,3,178,1,2.5,910,.0002480156046507,231,.0002480156
4,1,3,2,15,5,1,1,0,1,.2919974951552672,1,1,5,401,1,3,978,0,23,0
2.5,0,6,2,15,4,0,0,1,1,.4748907090215377,0,1,,1151,1,3.5,702,.0002475683389575,449,.043118488
4,1,7,3,14,7,0,1,0,1,.6727340749856416,1,1,1,862,1,3.5,1367,.000433877752764,276,.00043387775
3,1,1,1,13,4,1,0,0,1,.1801903435569374,1,1,4,87,1,2.5,887,.0000910638220672,129,.000091063819
4,1,7,3,15,7,1,1,1,0,.4150627297214218,1,1,3,595,1,3,1075,.0001443414901702,171,.00014434149
1,0,5,2,15,6,1,0,0,0,.2478639230969716,0,1,,942,1,3.5,315,4.65939108404e-06,71,4.6593909e-06
4,0,4,2,11,4,0,1,1,1,.5823595244749908,0,1,1,1287,1,3.5,816,.0000855594252315,120,.000085559426
2.5,0,5,2,17,4,0,0,0,0,.4244620925119125,0,1,,1083,1,1,615,.0002274871090094,468,.15010042
3,0,5,1,13,4,1,0,1,0,.2041266976989091,0,1,,908,1,1,168,.0003132613117932,,
3,1,2,2,12,6,1,0,1,0,.2759534714085559,1,1,,382,1,2.5,965,.0004226142931619,306,.00050573051
4,0,5,3,21,6,1,0,0,0,.2394833127854697,0,1,,937,1,3.5,290,.0010151047372384,,
3,0,4,3,16,4,1,0,0,0,.2156280485189787,0,1,1,919,1,3.5,218,.0002591401423492,236,.00025914013
3.5,1,4,2,21,1,1,1,0,0,.1617268241054232,1,1,,40,1,3,878,.0000222546295345,389,.0015730327
3.5,1,7,3,16,5,0,0,0,1,.512506980739498,1,1,,754,1,2,1197,.0007109639172727,396,.0020038262
1,0,5,2,15,7,0,0,0,0,.5350904129537296,0,1,1,1232,1,2.5,774,.0002365900059693,221,.00023659
2.5,0,7,3,15,5,1,0,1,0,.2763760857017178,0,1,2,966,1,3,382,.0001110961021948,145,.0001110961
3.5,1,5,2,15,4,0,1,1,0,.5506029419059422,1,1,,790,1,2.5,1247,.0007056833452338,355,.0008611721
2,0,3,1,11,3,0,0,0,0,.3953265414103984,0,1,,1058,1,3,574,.0018257333247869,485,.20224169
3.5,0,5,3,14,7,1,1,0,1,.3964662670012403,0,1,,1059,1,3.5,576,.0010354350094723,483,.19838074
4,1,2,2,14,6,0,1,0,1,.5908192317630686,1,1,,823,1,3,1302,.0003267826044892,479,.17441115
3,0,2,1,12,5,1,0,1,0,.2237051393484868,0,1,,925,1,3.5,244,.0009650639539551,,
2.5,1,3,1,11,4,1,0,1,0,.2086406438560261,1,1,5,185,1,3.5,913,.0001639711034675,177,.0001639711
4,1,6,2,14,6,1,1,0,1,.3384337921591634,1,1,2,478,1,4,1013,.0005422829571544,337,.0006510673
2.5,1,4,2,16,3,1,0,0,0,.1705792945733571,1,1,4,63,1,2.5,884,0,7,0
3,0,6,2,13,4,1,0,0,1,.2184814272189061,0,1,1,922,1,4,226,0,19,0
2.5,0,2,2,14,4,1,0,1,1,.2189788291731967,0,1,1,923,1,2.5,228,.0000244640282226,92,.000024464029
4,0,6,3,16,4,1,0,0,1,.2270668021087008,0,1,,927,1,3.5,256,.0008087716387542,,
2.5,1,5,2,16,3,0,0,1,1,.4314816189739404,1,1,,625,1,3,1090,.0002444004596741,376,.0012833653
3.5,0,3,2,12,3,1,1,0,0,.2513121789753368,0,1,1,944,1,3,324,.000101165024561,138,.00010116502
2.5,0,6,2,14,3,0,0,1,0,.4434240593853314,0,1,,1110,1,2,649,.0002351132253268,462,.12364292
3,0,5,3,13,3,1,1,0,0,.2798251694869918,0,1,1,968,1,4,387,.0009733347279217,361,.00097333471
2,0,5,2,12,3,1,0,0,0,.1929047071741768,0,1,,896,1,1,122,.0011269368654251,,
2,0,5,3,13,1,0,0,1,0,.4164080850529782,0,1,,1075,1,4,597,.0013453553315564,479,.17441115
3,0,6,3,16,4,0,1,1,1,.5874147745202123,0,1,3,1295,1,3.5,820,.0002260706365472,205,.00022607064
2,0,3,1,15,5,0,0,0,0,.4291761160414659,0,1,1,1088,1,2.5,621,.0000918311574623,253,.00033015676
4,0,3,1,15,6,0,1,0,1,.5546509619153777,0,1,,1251,1,3,796,.0003558204278754,372,.0011352843
2,0,2,1,16,4,1,0,1,0,.1802814073790046,0,1,,888,1,2.5,90,0,,
3,0,6,2,11,5,0,0,0,1,.5115624077511566,0,1,,1196,1,2.5,753,.0003295271267032,251,.00032952713
3,0,5,2,13,3,0,1,0,1,.5153200955277588,0,1,1,1206,1,2.5,759,.0001382330117975,167,.00013823301
2,1,6,2,15,4,1,1,0,0,.2697438547827637,1,1,2,367,1,4,961,.0006041609359983,331,.00060416094
3,0,7,3,16,5,1,0,0,0,.2499216024408175,0,1,1,943,1,3,322,.0000179817522402,88,.000017981753
3,1,6,3,13,7,0,1,1,1,.6977614961556269,1,1,,863,1,2,1375,.0088548046794669,511,.32498863
3.5,1,6,3,14,7,1,1,0,1,.4005565246138955,1,1,2,582,1,4,1063,0,39,0
4,0,5,2,14,5,1,1,0,1,.3057779703468033,0,1,1,987,1,3,425,.0004217853742649,275,.00042178537
4,1,3,1,16,5,1,1,0,1,.2577207621215436,1,1,2,335,1,3,946,.0001167343474175,148,.00011673435
4,0,6,2,21,5,1,1,0,1,.2653872482941011,0,1,,952,1,3.5,360,.0004093096620663,,
3.5,0,1,1,16,5,1,0,1,0,.1992296473365462,0,1,,902,1,3,149,.0007550646097564,,
3.5,0,2,1,15,6,1,0,0,0,.2126269022740965,0,1,,915,1,2.5,210,.0006604946685054,,
2.5,1,3,2,14,5,0,0,0,0,.4698517270951364,1,1,,689,1,2,1148,.0004394916918963,278,.00043949171
3,0,5,2,11,4,1,0,0,1,.2263533296829644,0,1,,927,1,3.5,253,.0000952992130178,,
4,0,2,2,12,6,0,0,0,1,.5193814775458351,0,1,4,1210,1,3.5,760,.0001381714982477,166,.0001381715
3,0,2,1,16,3,1,0,1,0,.1599148517538167,0,1,,875,1,4,38,.0011410795579279,373,.0011410796
4,1,4,2,16,7,1,0,0,0,.2644062969389223,1,1,6,358,1,3.5,951,.0002050768195604,189,.00020507682
4,0,5,3,12,6,1,0,0,0,.2941235092459706,0,1,,979,1,3.5,405,.0011371882621987,,
3,1,5,2,15,3,0,0,0,0,.4074977134719323,1,1,2,588,1,2,1066,.0005518988840287,338,.00067889993
4,0,7,3,12,6,1,0,0,1,.3075258867034684,0,1,,988,1,3.5,427,.0009550636669711,,
3.5,1,6,3,12,4,0,0,1,1,.5306355989025927,1,1,1,769,1,3.5,1224,.0001317811760688,160,.00013178117
2,0,6,2,11,5,0,0,1,0,.5296002528109175,0,1,2,1223,1,2.5,768,0,55,0
3,1,7,3,21,5,0,0,0,0,.4687149892222609,1,1,1,687,1,2,1146,.0003708473431696,287,.00045572969
3,0,3,2,13,5,0,0,0,0,.4772196794124789,0,1,,1155,1,4,708,.0002476460618411,448,.040321987
3.5,0,5,2,16,4,1,0,1,0,.2123828558914575,0,1,,915,1,2.5,209,.0004164482858664,,
2.5,0,5,3,12,6,1,0,1,0,.3160431478056305,0,1,1,991,1,3.5,438,.0000668098005996,104,.0000668098
2.5,0,4,2,14,6,1,0,0,0,.2503734832067752,0,1,,943,1,3,323,.0004698625181979,,
2,1,2,2,11,6,0,1,0,1,.6122476536359682,1,1,,834,1,1,1326,.00344676428743,492,.2284043
3,1,6,2,14,5,0,1,0,1,.57594424471895,1,1,,808,1,3.5,1277,.0004327127459837,470,.15253398
3.5,0,6,2,12,3,0,0,1,1,.4649515236643847,0,1,,1140,1,3,680,.0011600108499464,374,.0011600108
3.5,0,7,3,14,7,0,1,1,0,.68890669147616,0,1,,1374,1,3.5,864,.002924053166562,413,.0029240532
2.5,1,6,3,15,6,0,1,1,0,.6491889280922407,1,1,1,854,1,4,1351,.0001285549726144,157,.00012855497
3,0,6,3,12,4,1,1,0,0,.3178430559222625,0,1,1,992,1,2,444,0,26,0
2,0,1,1,21,6,1,0,1,0,.1958855282721384,0,1,,899,1,2.5,133,.0000688848438349,,
2.5,0,4,2,21,4,1,0,1,0,.1837072947428891,0,1,1,890,1,2,95,.0000662181501594,103,.000066218148
2.5,0,3,1,16,3,0,1,1,0,.4691707189211214,0,1,,1146,1,3,688,.0004557296988605,287,.00045572969
3,0,5,1,16,3,1,0,1,0,.1677699783013307,0,1,,881,1,3,53,.0013441783695445,,
4,0,5,2,21,6,1,1,0,1,.2887954663044757,0,1,,976,1,3.5,396,.0003933102283934,,
3.5,0,1,1,15,5,1,1,0,1,.2568543998370738,0,1,,946,1,4,334,.0008663622844698,,
2,0,4,1,15,7,0,0,0,0,.4972692430947903,0,1,2,1181,1,2.5,736,.0002375105176696,223,.00023751051
2.5,0,1,1,16,6,1,1,0,0,.2714690761385918,0,1,,962,1,2.5,370,.0011804374398943,,
2,1,7,3,17,3,0,0,0,0,.4342787707487573,1,1,,629,1,2,1095,.0006515319868191,340,.00070935197
2.5,1,6,3,17,5,0,0,0,1,.5008968841889422,1,1,2,738,1,2,1184,.0004653081783849,291,.00046530817
4,0,6,3,13,6,1,1,0,1,.3767939881346741,0,1,,1040,1,3,536,.0002238098191006,505,.29231656
3,0,4,1,15,6,1,0,0,0,.2188318577218973,0,1,,923,1,2.5,227,.0001714354795221,,
2.5,1,5,2,15,5,0,0,0,1,.4778104004644334,1,1,1,709,1,3,1156,.0003653224256606,266,.00036532243
3.5,0,4,2,17,4,1,0,1,1,.2089756653015349,0,1,,913,1,2.5,186,.0003350214455088,,
3,0,5,2,14,1,1,0,0,0,.1433721504569918,0,1,,868,1,2.5,15,.0010735715990655,,
1,0,5,2,15,5,1,0,0,0,.223107074914051,0,1,,925,1,3.5,239,.0015631283883909,,
2,0,3,1,14,4,0,1,0,0,.4910620136199835,0,1,,1174,1,3,729,.0006664330713276,427,.0048004445
2,0,4,1,15,4,0,1,0,0,.4879066403735102,0,1,,1172,1,2.5,724,.0005730336408067,345,.00072935416
2.5,1,7,3,16,4,1,1,0,0,.2955715775750142,1,1,4,407,1,2.5,980,.0000756853126421,109,.000075685311
3,0,4,2,17,4,0,1,0,0,.5067745666904967,0,1,,1193,1,2.5,746,.0011703381335504,431,.0053979899
4,1,4,3,13,4,0,1,0,1,.5763827256625254,1,1,,808,1,3.5,1280,5.76819759168e-06,77,5.7681978e-06
3,0,2,1,15,4,1,0,0,0,.1689383393983541,0,1,,882,1,3,57,.0006777172659338,,
3.5,0,7,3,13,7,1,1,0,1,.4118457635946622,0,1,2,1071,1,2,593,.0002293556905879,248,.00032387819
4,0,5,3,12,6,1,1,0,1,.3798024177505548,0,1,,1041,1,3,543,.0004578378113988,499,.27338803
3,1,3,2,12,5,0,0,0,0,.4845954273378117,1,1,,720,1,2.5,1166,.0002314692582382,217,.00023146925
2,1,4,1,18,6,0,0,0,0,.4431889461600046,1,1,3,647,1,3,1110,5.81655007659e-06,78,5.8165501e-06
2.5,0,4,2,14,3,0,0,1,0,.4350667983500214,0,1,1,1098,1,2.5,631,.0000862681232264,122,.000086268126
3,0,3,2,16,4,0,0,0,1,.4301982536840892,0,1,,1089,1,2.5,624,.0007941463585672,376,.0012833653
3.5,0,5,2,16,4,1,1,0,0,.2602109517264646,0,1,,949,1,3,346,.0008754173671174,,
3,0,5,2,14,4,0,0,1,0,.4711511577410646,0,1,,1149,1,3.5,692,.0004784186841448,379,.0012994306
3,0,7,3,13,1,1,0,0,1,.1777538614377143,0,1,,886,1,2.5,80,.0003934892348371,,
3.5,0,4,2,16,5,0,1,0,0,.5461763378982729,0,1,1,1242,1,3.5,782,.0002464003624646,229,.00024640036
4,0,6,3,12,6,1,1,0,1,.3838433479669727,0,1,,1046,1,2.5,555,.0003178521471754,491,.22799255
2,0,2,1,14,2,1,0,0,0,.1354725275262904,0,1,,868,1,2.5,7,.0068260513316359,,
4,0,7,2,15,6,1,0,0,1,.2602014376493449,0,1,,949,1,3,343,.0008659032899977,,
1,0,5,2,15,7,1,0,0,0,.2740158095572768,0,1,,963,1,3,374,.0009830236753968,,
3,0,5,2,11,2,0,0,0,0,.4049859173900552,0,1,1,1065,1,2.5,585,.0005565726994805,316,.00055657269
2,1,4,2,16,2,0,0,1,0,.3893463933811543,1,1,1,561,1,3,1052,0,33,0
3.5,0,1,2,12,5,1,0,0,1,.232299278078426,0,1,,930,1,2.5,265,.0003327637766304,,
2.5,1,7,3,16,6,0,1,0,0,.6227205954396163,1,1,1,841,1,4,1331,.0000832545097309,384,.0014464565
3,0,4,2,15,4,0,0,0,1,.4416598933705658,0,1,1,1108,1,3.5,644,0,44,0
2.5,1,4,1,16,4,0,1,0,0,.4805282136256346,1,1,3,714,1,4,1159,.0001320142237458,161,.00013201422
2,1,7,2,16,3,0,0,0,0,.4085404648653131,1,1,1,589,1,1,1068,.0002653782473385,238,.00026537824
2.5,1,4,1,21,4,1,0,1,0,.1621532848084591,1,1,1,40,1,3,879,.0004487153325703,363,.0010137201
2.5,0,2,1,15,5,1,0,0,0,.1900113793556756,0,1,,895,1,3.5,112,.0004027316744108,,
2.5,0,6,1,15,4,1,0,1,0,.1967206943665831,0,1,,900,1,2.5,137,.0007222102103913,,
1,0,5,3,13,2,0,0,0,0,.4234160377947833,0,1,,1082,1,3,613,.0008021923915045,469,.15139017
4,1,7,3,15,7,0,1,0,1,.6660258958157851,1,1,,861,1,4,1363,.0019566101170934,394,.00195661
4,0,7,3,17,4,1,1,0,1,.2951564670832699,0,1,1,979,1,3.5,406,.0001042304248994,142,.00010423043
4,0,3,2,15,4,1,0,0,0,.193944584842948,0,1,,898,1,2.5,123,.000738827098977,,
4,1,3,2,11,5,1,0,1,0,.2590385169332787,1,1,1,339,1,3,948,.0001585462853657,176,.00015854629
3,1,6,2,11,2,0,0,0,0,.4090984306152326,1,1,,589,1,1,1070,.000823343997258,386,.0014733374
2.5,0,1,1,18,4,1,0,1,0,.1680473489013768,0,1,,882,1,3,55,.001568707762911,,
3.5,1,5,2,15,6,1,1,0,0,.3216262690884317,1,1,,450,1,3.5,999,.0004307869951736,342,.00071785529
3.5,1,7,2,17,6,1,1,0,0,.3159763380050309,1,1,8,438,1,2.5,991,.0000668098005996,104,.0000668098
3,1,7,3,15,6,1,1,1,1,.3906028755929166,1,1,3,566,1,4,1055,0,35,0
3.5,1,4,2,16,6,0,1,0,1,.5846596451691191,1,1,,818,1,2.5,1290,.0006951233077328,416,.0030877143
4,1,6,3,13,7,1,1,0,1,.4077265146967909,1,1,1,588,1,2,1067,.0003230976591701,246,.00032309766
2.5,0,3,1,13,4,1,0,1,0,.1981726542607194,0,1,,901,1,3,145,.0003346033991943,,
2.5,0,7,3,13,5,1,1,1,0,.3674741284730049,0,1,1,1036,1,3.5,520,.0000825608302805,117,.000082560829
4,0,7,3,12,7,1,1,0,1,.4190635146484835,0,1,,1079,1,3.5,601,.0003251584058425,478,.17019708
3,1,5,3,11,3,0,0,1,0,.4947970523565435,1,1,1,733,1,3,1177,.0002277747004764,206,.0002277747
3,0,5,1,16,6,1,0,1,0,.2353099158844157,0,1,2,933,1,2.5,274,.0001657699566117,178,.00016576996
4,1,2,2,11,4,0,1,0,0,.5425441331472409,1,1,,778,1,4,1238,.0004954879619398,369,.0010534767
3.5,0,2,2,12,6,1,1,0,1,.3364715036802855,0,1,,1010,1,3.5,475,.0007335633236094,,
3.5,0,7,3,14,4,0,1,0,1,.5815776837155963,0,1,,1286,1,4,815,.0005907907902883,406,.0026331383
3.5,0,2,2,15,5,1,1,1,0,.3040183556281436,0,1,,986,1,2.5,423,.0009296985006669,,
3,0,4,3,15,5,1,1,1,0,.3418707243728092,0,1,1,1015,1,4,482,.0006240612021599,333,.00062406121
4,1,1,1,16,4,1,0,0,0,.1617045694758888,1,1,1,40,1,3,877,0,4,0
3.5,0,1,2,15,6,1,1,1,0,.3288970383868603,0,1,,1004,1,2.5,464,.0010384516146028,,
3.5,1,6,2,17,6,1,1,1,1,.3410185465702051,1,1,1,481,1,2,1014,.0007513089751134,347,.00075130898
3,1,5,2,14,3,1,0,1,0,.1999847119463026,1,1,2,150,1,2,902,.0004987883333189,304,.00049878831
3.5,1,2,1,11,3,0,0,0,0,.3912508944971139,1,1,,568,1,3.5,1056,.0003285569464473,250,.00032855695
3.5,1,5,2,13,4,1,0,0,1,.2153689083766295,1,1,4,218,1,3,919,.0002591401423492,236,.00025914013
2.5,0,4,1,11,4,1,0,0,0,.1940316307727263,0,1,,898,1,2.5,124,.0006517811691988,,
3.5,0,2,1,15,6,1,0,1,0,.2312446609044347,0,1,,930,1,2.5,263,.000721853397361,,
2.5,1,6,2,11,5,0,0,1,0,.5296002528109175,1,1,1,768,1,2,1223,0,55,0
2.5,0,6,2,15,5,1,0,0,0,.2262829548301611,0,1,,927,1,3.5,251,.0000249243602146,334,.00063723075
2.5,0,4,1,12,4,0,0,1,0,.4481746634674553,0,1,,1115,1,2.5,662,.0006994156256068,435,.0062901871
3,0,7,2,17,4,0,0,0,0,.4327818899398418,0,1,,1093,1,2.5,627,.0008276202059048,370,.0010558706
3,0,1,2,11,4,1,1,1,0,.2980728262596803,0,1,,981,1,4,414,.0007199354751971,343,.00071993546
4,0,7,3,15,6,1,1,1,1,.3906028755929166,0,1,1,1055,1,3,566,0,35,0
2.5,0,2,1,15,3,1,1,0,0,.2058764546590546,0,1,,910,1,2.5,177,.0002482204963471,,
2.5,1,1,1,11,6,0,0,1,1,.5138721160718658,1,1,,756,1,3.5,1203,.0001894138731573,447,.03371517
2.5,0,3,2,16,4,0,0,0,0,.4234102701853737,0,1,,1082,1,3,612,.000807960000914,471,.15276138
2.5,0,3,2,14,4,1,0,0,1,.2039387173481555,0,1,,908,1,1,165,.0005012416625469,,
3,0,5,2,15,7,1,0,0,0,.2740158095572768,0,1,,963,1,3,375,.0009830236753968,,
4,1,2,1,16,6,1,1,0,1,.2807985042149135,1,1,2,387,1,3,968,.0009733347279217,361,.00097333471
